,holiday,temp,rain_1h,snow_1h,clouds_all,weather_main,weather_description,date_time,year,month,day,hour,traffic_volume
40405,None,262.93,0.0,0.0,75,Snow,light snow,2018-01-07 01:00:00,2018,1,7,01:00,648
40406,None,263.08,0.0,0.0,90,Clouds,overcast clouds,2018-01-07 02:00:00,2018,1,7,02:00,540
40407,None,263.42,0.0,0.0,40,Clouds,scattered clouds,2018-01-07 03:00:00,2018,1,7,03:00,313
40408,None,263.65,0.0,0.0,40,Clouds,scattered clouds,2018-01-07 04:00:00,2018,1,7,04:00,260
40409,None,263.86,0.0,0.0,40,Clouds,scattered clouds,2018-01-07 05:00:00,2018,1,7,05:00,442
40410,None,263.75,0.0,0.0,75,Clouds,broken clouds,2018-01-07 06:00:00,2018,1,7,06:00,769
40411,None,264.55,0.0,0.0,90,Clouds,overcast clouds,2018-01-07 07:00:00,2018,1,7,07:00,1024
40412,None,264.79,0.0,0.0,75,Clouds,broken clouds,2018-01-07 08:00:00,2018,1,7,08:00,1695
40413,None,265.29,0.0,0.0,1,Clear,sky is clear,2018-01-07 09:00:00,2018,1,7,09:00,2516
40414,None,266.15,0.0,0.0,75,Clouds,broken clouds,2018-01-07 10:00:00,2018,1,7,10:00,3256
40415,None,267.22,0.0,0.0,1,Clear,sky is clear,2018-01-07 11:00:00,2018,1,7,11:00,3670
40416,None,268.68,0.0,0.0,75,Clouds,broken clouds,2018-01-07 12:00:00,2018,1,7,12:00,4070
40417,None,269.88,0.0,0.0,75,Clouds,broken clouds,2018-01-07 13:00:00,2018,1,7,13:00,4065
40418,None,270.35,0.0,0.0,75,Clouds,broken clouds,2018-01-07 14:00:00,2018,1,7,14:00,4409
40419,None,270.79,0.0,0.0,75,Clouds,broken clouds,2018-01-07 15:00:00,2018,1,7,15:00,4082
40420,None,271.22,0.0,0.0,40,Clouds,scattered clouds,2018-01-07 16:00:00,2018,1,7,16:00,4050
40421,None,271.3,0.0,0.0,75,Clouds,broken clouds,2018-01-07 17:00:00,2018,1,7,17:00,4099
40422,None,270.72,0.0,0.0,75,Clouds,broken clouds,2018-01-07 18:00:00,2018,1,7,18:00,3388
40423,None,270.58,0.0,0.0,75,Clouds,broken clouds,2018-01-07 19:00:00,2018,1,7,19:00,2780
40424,None,271.01,0.0,0.0,75,Clouds,broken clouds,2018-01-07 20:00:00,2018,1,7,20:00,2261
40425,None,271.87,0.0,0.0,75,Clouds,broken clouds,2018-01-07 21:00:00,2018,1,7,21:00,1800
40426,None,272.36,0.0,0.0,40,Clouds,scattered clouds,2018-01-07 22:00:00,2018,1,7,22:00,1433
40427,None,272.56,0.0,0.0,75,Clouds,broken clouds,2018-01-07 23:00:00,2018,1,7,23:00,1073
40428,None,272.36,0.0,0.0,40,Clouds,scattered clouds,2018-01-08 00:00:00,2018,1,8,00:00,455
40429,None,271.21,0.0,0.0,1,Clear,sky is clear,2018-01-08 01:00:00,2018,1,8,01:00,289
40430,None,270.22,0.0,0.0,1,Clear,sky is clear,2018-01-08 02:00:00,2018,1,8,02:00,220
40431,None,270.01,0.0,0.0,1,Mist,mist,2018-01-08 03:00:00,2018,1,8,03:00,361
40432,None,269.95,0.0,0.0,1,Mist,mist,2018-01-08 04:00:00,2018,1,8,04:00,820
40433,None,270.07,0.0,0.0,1,Clear,sky is clear,2018-01-08 05:00:00,2018,1,8,05:00,2809
40434,None,269.48,0.0,0.0,1,Clear,sky is clear,2018-01-08 06:00:00,2018,1,8,06:00,5189
40435,None,269.43,0.0,0.0,5,Clear,sky is clear,2018-01-08 07:00:00,2018,1,8,07:00,6048
40436,None,269.29,0.0,0.0,1,Clear,sky is clear,2018-01-08 08:00:00,2018,1,8,08:00,5751
40437,None,268.94,0.0,0.0,40,Clouds,scattered clouds,2018-01-08 09:00:00,2018,1,8,09:00,4728
40438,None,270.08,0.0,0.0,1,Clear,sky is clear,2018-01-08 10:00:00,2018,1,8,10:00,4138
40439,None,272.14,0.0,0.0,75,Clouds,broken clouds,2018-01-08 11:00:00,2018,1,8,11:00,4324
40440,None,272.58,0.0,0.0,1,Clear,sky is clear,2018-01-08 12:00:00,2018,1,8,12:00,4512
40441,None,274.01,0.0,0.0,20,Clouds,few clouds,2018-01-08 13:00:00,2018,1,8,13:00,4786
40442,None,274.58,0.0,0.0,1,Clear,sky is clear,2018-01-08 14:00:00,2018,1,8,14:00,4880
40443,None,275.21,0.0,0.0,40,Clouds,scattered clouds,2018-01-08 15:00:00,2018,1,8,15:00,5406
40444,None,275.53,0.0,0.0,40,Clouds,scattered clouds,2018-01-08 16:00:00,2018,1,8,16:00,6458
40445,None,274.35,0.0,0.0,40,Clouds,scattered clouds,2018-01-08 17:00:00,2018,1,8,17:00,5732
40446,None,272.15,0.0,0.0,40,Clouds,scattered clouds,2018-01-08 18:00:00,2018,1,8,18:00,4446
40447,None,270.15,0.0,0.0,20,Clouds,few clouds,2018-01-08 19:00:00,2018,1,8,19:00,2836
40448,None,269.08,0.0,0.0,40,Clouds,scattered clouds,2018-01-08 20:00:00,2018,1,8,20:00,2416
40449,None,268.94,0.0,0.0,1,Clear,sky is clear,2018-01-08 21:00:00,2018,1,8,21:00,2076
40450,None,268.55,0.0,0.0,1,Clear,sky is clear,2018-01-08 22:00:00,2018,1,8,22:00,1481
40451,None,268.15,0.0,0.0,1,Clear,sky is clear,2018-01-08 23:00:00,2018,1,8,23:00,948
40452,None,268.77,0.0,0.0,1,Clear,sky is clear,2018-01-09 00:00:00,2018,1,9,00:00,560
40453,None,268.55,0.0,0.0,75,Clouds,broken clouds,2018-01-09 01:00:00,2018,1,9,01:00,342
40454,None,269.48,0.0,0.0,75,Clouds,broken clouds,2018-01-09 02:00:00,2018,1,9,02:00,239
40455,None,270.41,0.0,0.0,40,Clouds,scattered clouds,2018-01-09 03:00:00,2018,1,9,03:00,334
40456,None,271.08,0.0,0.0,40,Clouds,scattered clouds,2018-01-09 04:00:00,2018,1,9,04:00,832
40457,None,271.65,0.0,0.0,90,Mist,mist,2018-01-09 05:00:00,2018,1,9,05:00,2972
40458,None,272.36,0.0,0.0,75,Clouds,broken clouds,2018-01-09 06:00:00,2018,1,9,06:00,5674
40459,None,272.5,0.0,0.0,40,Clouds,scattered clouds,2018-01-09 07:00:00,2018,1,9,07:00,6229
40460,None,272.79,0.0,0.0,75,Clouds,broken clouds,2018-01-09 08:00:00,2018,1,9,08:00,5965
40461,None,273.08,0.0,0.0,90,Clouds,overcast clouds,2018-01-09 09:00:00,2018,1,9,09:00,5124
40462,None,273.95,0.0,0.0,75,Clouds,broken clouds,2018-01-09 10:00:00,2018,1,9,10:00,4348
40463,None,274.88,0.0,0.0,40,Clouds,scattered clouds,2018-01-09 11:00:00,2018,1,9,11:00,4473
40464,None,276.21,0.0,0.0,40,Clouds,scattered clouds,2018-01-09 12:00:00,2018,1,9,12:00,5034
40465,None,277.07,0.0,0.0,40,Clouds,scattered clouds,2018-01-09 13:00:00,2018,1,9,13:00,4784
40466,None,278.48,0.0,0.0,40,Clouds,scattered clouds,2018-01-09 14:00:00,2018,1,9,14:00,5065
40467,None,278.75,0.0,0.0,75,Clouds,broken clouds,2018-01-09 15:00:00,2018,1,9,15:00,5589
40468,None,278.36,0.0,0.0,75,Clouds,broken clouds,2018-01-09 16:00:00,2018,1,9,16:00,6559
40469,None,278.01,0.0,0.0,75,Clouds,broken clouds,2018-01-09 17:00:00,2018,1,9,17:00,6104
40470,None,277.15,0.0,0.0,75,Clouds,broken clouds,2018-01-09 18:00:00,2018,1,9,18:00,4405
40471,None,276.58,0.0,0.0,75,Clouds,broken clouds,2018-01-09 19:00:00,2018,1,9,19:00,3001
40472,None,276.22,0.0,0.0,75,Clouds,broken clouds,2018-01-09 20:00:00,2018,1,9,20:00,2604
40473,None,275.93,0.0,0.0,75,Clouds,broken clouds,2018-01-09 21:00:00,2018,1,9,21:00,2931
40474,None,275.87,0.0,0.0,1,Clear,sky is clear,2018-01-09 22:00:00,2018,1,9,22:00,3488
40475,None,275.65,0.0,0.0,1,Clear,sky is clear,2018-01-09 23:00:00,2018,1,9,23:00,1125
40476,None,275.15,0.0,0.0,1,Clear,sky is clear,2018-01-10 00:00:00,2018,1,10,00:00,583
40477,None,274.86,0.0,0.0,1,Clear,sky is clear,2018-01-10 01:00:00,2018,1,10,01:00,327
40478,None,274.51,0.0,0.0,1,Clear,sky is clear,2018-01-10 02:00:00,2018,1,10,02:00,270
40479,None,274.15,0.0,0.0,90,Haze,haze,2018-01-10 03:00:00,2018,1,10,03:00,336
40480,None,274.15,0.0,0.0,90,Mist,mist,2018-01-10 03:00:00,2018,1,10,03:00,336
40481,None,274.51,0.0,0.0,1,Mist,mist,2018-01-10 04:00:00,2018,1,10,04:00,887
40482,None,274.51,0.0,0.0,1,Haze,haze,2018-01-10 04:00:00,2018,1,10,04:00,887
40483,None,274.68,0.0,0.0,1,Mist,mist,2018-01-10 05:00:00,2018,1,10,05:00,2944
40484,None,274.68,0.0,0.0,1,Haze,haze,2018-01-10 05:00:00,2018,1,10,05:00,2944
40485,None,274.82,0.0,0.0,40,Mist,mist,2018-01-10 06:00:00,2018,1,10,06:00,5614
40486,None,274.82,0.0,0.0,40,Haze,haze,2018-01-10 06:00:00,2018,1,10,06:00,5614
40487,None,274.75,0.0,0.0,90,Mist,mist,2018-01-10 07:00:00,2018,1,10,07:00,6228
40488,None,274.75,0.0,0.0,90,Haze,haze,2018-01-10 07:00:00,2018,1,10,07:00,6228
40489,None,274.95,0.0,0.0,90,Mist,mist,2018-01-10 08:00:00,2018,1,10,08:00,5842
40490,None,274.95,0.0,0.0,90,Haze,haze,2018-01-10 08:00:00,2018,1,10,08:00,5842
40491,None,274.95,0.0,0.0,90,Mist,mist,2018-01-10 09:00:00,2018,1,10,09:00,5145
40492,None,274.95,0.0,0.0,90,Haze,haze,2018-01-10 09:00:00,2018,1,10,09:00,5145
40493,None,275.08,0.0,0.0,90,Mist,mist,2018-01-10 10:00:00,2018,1,10,10:00,4552
40494,None,275.08,0.0,0.0,90,Haze,haze,2018-01-10 10:00:00,2018,1,10,10:00,4552
40495,None,275.22,0.0,0.0,90,Mist,mist,2018-01-10 11:00:00,2018,1,10,11:00,4623
40496,None,275.72,0.0,0.0,90,Mist,mist,2018-01-10 12:00:00,2018,1,10,12:00,4911
40497,None,275.79,0.0,0.0,90,Mist,mist,2018-01-10 13:00:00,2018,1,10,13:00,4926
40498,None,275.95,0.0,0.0,75,Haze,haze,2018-01-10 14:00:00,2018,1,10,14:00,5315
40499,None,275.95,0.0,0.0,75,Mist,mist,2018-01-10 14:00:00,2018,1,10,14:00,5315
40500,None,275.95,0.0,0.0,90,Haze,haze,2018-01-10 15:00:00,2018,1,10,15:00,5681
40501,None,275.95,0.0,0.0,90,Mist,mist,2018-01-10 15:00:00,2018,1,10,15:00,5681
40502,None,275.76,0.0,0.0,90,Mist,mist,2018-01-10 16:00:00,2018,1,10,16:00,6602
40503,None,275.76,0.0,0.0,90,Haze,haze,2018-01-10 16:00:00,2018,1,10,16:00,6602
